"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2420485,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420485","EMP",870,6,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420478,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420478","RPD",328,1,0,"Requerimento de Retirada de Matéria da Pauta - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420480,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420480","RPD",332,2,0,"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420473,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420473","EMP",870,5,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420456,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420456","EMP",870,2,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420457,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420457","EMP",870,3,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420458,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420458","EMP",870,4,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420448,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420448","EMP",870,1,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2418632,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418632","PRLP",891,1,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal  da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2384792,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2384792","REQ",304,2856,2023,"Requer que o Projeto de Lei nº 4.196/2023 seja apensado ao Projeto de Lei nº 528/2020 por tratarem de matérias correlatas.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2309482,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2309482","REQ",305,2534,2021,"Requer a desapensação do PL 1873/2021 do PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2298076,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2298076","REQ",304,1801,2021,"Requer a apensação do PL 1.873/2021 ao PL 528/2020 para tramitação conjunta.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
